town,age_group,males_white_non_hispanic,males_black,males_am_indian,males_pac_islander,males_hispanic,females_white_non_hispanic,females_black,females_am_indian,females_pac_islander,females_hispanic
,55--59,136,0,0,0,1,101,0,0,2,1
,60--64,62,1,0,1,0,41,0,0,1,0
,65--69,42,2,0,0,0,34,0,0,0,0
,70--74,32,0,2,0,0,34,0,2,0,0
,75--79,19,1,0,0,0,24,1,0,1,0
,80--84,10,0,0,0,0,22,0,0,0,0
,85+,6,0,0,0,0,22,0,0,0,0
Salisbury,0--4,70,1,0,1,2,65,2,0,2,1
,5--9,123,2,1,0,2,102,0,0,0,5
,10--14,155,6,1,6,7,150,1,2,6,5
,15--19,115,4,0,5,1,99,2,1,2,3
,20--24,45,0,0,0,1,38,1,0,0,0
,25--29,40,2,0,1,2,47,0,0,0,3
,30--34,72,4,0,0,3,93,2,0,1,4
,35--39,99,2,0,1,5,124,1,0,3,3
,40--44,132,3,2,0,2,157,1,1,1,2
,45--49,179,1,2,3,2,175,3,2,2,0
,50--54,157,2,1,0,0,190,4,0,1,3
,55--59,149,1,0,2,1,163,2,1,1,0
,60--64,112,3,0,2,1,108,2,0,1,1
,65--69,81,2,0,1,0,87,2,0,0,1
,70--74,70,1,0,0,0,84,1,0,0,0
,75--79,75,0,0,0,0,107,2,1,1,0
,80--84,53,0,0,0,0,95,2,0,0,0
,85+,55,1,0,0,0,131,2,0,0,1
Scotland,0--4,46,0,0,1,8,57,0,0,0,1
,5--9,52,0,0,0,2,56,0,0,0,0
,10--14,79,1,0,1,0,69,0,0,0,0
,15--19,61,1,0,0,0,42,1,0,1,1
,20--24,23,0,1,1,6,19,3,0,0,1
,25--29,34,0,0,0,6,33,0,0,0,0
,30--34,59,0,0,1,1,62,0,0,1,2
,35--39,72,0,0,0,1,82,0,0,0,1
,40--44,64,1,0,0,1,69,0,0,1,2
,45--49,59,0,0,1,0,61,1,0,1,1
,50--54,65,0,0,0,0,51,0,0,0,1
,55--59,45,0,0,0,0,51,0,0,0,0
,60--64,22,0,0,0,0,33,0,0,0,1
,65--69,30,0,0,0,0,16,0,0,0,0
,70--74,17,0,0,0,0,15,0,0,0,0
,75--79,8,0,0,0,0,22,0,0,0,0
,80--84,10,0,0,0,0,12,0,0,0,0
,85+,4,0,0,0,0,5,0,0,0,0
Seymour,0--4,420,7,0,15,20,383,12,3,23,23
,5--9,463,7,1,8,20,502,10,5,15,24
,10--14,504,9,0,10,37,482,9,1,14,26
,15--19,468,9,3,5,25,424,9,1,5,23
,20--24,283,9,1,7,20,306,6,2,12,13
,25--29,422,10,0,19,22,430,11,2,25,12
,30--34,529,8,3,21,15,534,11,0,14,17
,35--39,639,4,0,16,18,670,6,1,9,33
,40--44,714,12,1,7,22,702,14,1,13,25
,45--49,576,12,0,5,16,566,8,2,5,14
,50--54,481,7,1,8,9,518,5,2,5,7
,55--59,357,6,3,5,11,370,6,0,4,5
,60--64,274,6,0,2,4,251,4,1,2,3
,65--69,224,2,1,1,3,285,1,1,2,2
,70--74,235,2,0,0,1,304,0,0,1,0
,75--79,194,1,0,0,0,320,0,0,1,2
,80--84,150,0,0,2,0,243,1,0,0,2
,85+,72,0,0,0,0,167,1,0,0,0
Sharon,0--4,53,2,0,2,3,51,1,0,1,3
,5--9,82,2,0,1,5,84,0,0,0,5
,10--14,104,1,0,1,1,97,1,0,1,2
,15--19,71,2,0,0,2,79,1,0,0,6
,20--24,49,0,0,0,0,40,0,0,0,0
,25--29,45,0,0,0,1,38,0,0,0,1
,30--34,57,0,1,1,2,72,0,0,1,3
,35--39,112,0,0,0,6,112,2,0,0,2
,40--44,130,2,2,2,3,129,1,2,1,1
,45--49,140,3,1,0,4,125,0,0,1,2
,50--54,117,0,0,0,2,124,0,0,0,0
,55--59,90,2,0,0,1,97,2,1,2,0
,60--64,86,1,1,1,1,67,0,0,1,0
,65--69,69,0,0,1,0,85,0,0,0,2
,70--74,62,1,0,0,2,68,1,0,0,0
,75--79,51,0,0,0,0,63,0,1,0,0
,80--84,28,1,0,1,0,63,1,0,0,0
,85+,35,1,0,0,0,84,0,0,0,0
Shelton,0--4,1065,21,1,34,71,1015,14,3,47,68
,5--9,1163,22,2,32,69,1098,23,3,32,54
,10--14,1247,30,0,31,59,1178,20,3,28,73
,15--19,1014,20,2,23,59,925,13,2,23,59
,20--24,724,14,0,20,42,711,7,2,17,41
,25--29,819,18,1,41,54,881,14,3,49,45
,30--34,1206,21,1,53,53,1233,21,3,53,55
,35--39,1475,15,5,46,67,1608,17,2,24,67
,40--44,1620,18,3,27,54,1617,17,4,38,66
,45--49,1395,10,1,23,32,1378,17,1,26,39
,50--54,1350,15,2,25,34,1404,11,5,32,29
,55--59,1054,11,2,20,32,1161,10,0,17,23
,60--64,789,9,0,20,15,835,6,1,10,19
,65--69,650,7,1,9,8,766,3,0,6,11
,70--74,601,2,2,5,7,698,6,0,10,9
,75--79,456,4,0,5,8,696,2,3,1,7
,80--84,318,3,2,1,2,554,2,2,2,3
,85+,204,0,1,2,3,621,9,1,0,2
Sherman,0--4,131,2,0,0,3,109,0,0,0,3
,5--9,152,1,0,0,0,143,2,0,1,5
,10--14,152,0,0,2,3,147,0,0,3,2
,15--19,97,0,0,1,3,106,1,0,0,1
,20--24,24,0,0,1,0,44,0,0,1,4
,25--29,47,1,0,0,1,53,0,0,2,4
,30--34,81,1,0,1,0,95,1,0,1,0
,35--39,159,0,0,1,2,154,0,0,0,6
,40--44,172,1,0,0,4,205,2,0,2,2
,45--49,168,2,0,2,3,192,1,0,1,2
,50--54,154,1,0,1,3,148,2,0,2,3
,55--59,142,1,0,0,3,149,1,0,0,4
,60--64,113,0,0,0,2,95,0,0,0,0
,65--69,85,0,0,0,0,68,0,0,0,0
,70--74,65,0,0,1,0,62,1,0,1,0
,75--79,43,0,0,0,1,51,0,1,0,0
,80--84,32,0,0,0,1,48,0,0,0,0
,85+,18,0,0,0,0,30,0,0,0,2
Simsbury,0--4,803,16,1,16,17,747,16,5,26,21
,5--9,980,16,0,26,24,914,13,0,21,23
,10--14,1051,20,0,31,21,906,15,2,20,13
,15--19,698,12,0,14,15,658,17,1,23,14
,20--24,236,1,1,8,5,230,8,0,17,2
,25--29,319,3,3,8,7,348,7,0,10,13
,30--34,569,13,1,17,13,658,20,1,23,10
,35--39,900,9,0,25,21,980,14,1,34,19
,40--44,1082,14,0,23,8,1183,12,4,24,16
,45--49,969,7,0,22,11,1042,9,2,24,16
,50--54,869,8,0,16,9,931,11,0,33,12
,55--59,633,5,0,14,7,627,6,0,18,5
,60--64,437,4,0,12,3,446,7,0,2,2
,65--69,376,3,0,2,6,409,6,0,6,9
,70--74,334,1,0,1,4,381,1,0,2,4
,75--79,260,7,0,1,1,349,2,0,1,4
,80--84,137,1,0,0,1,231,1,0,3,2
,85+,90,1,1,1,1,268,1,0,1,2
Somers,0--4,226,2,0,0,6,204,4,0,3,3
,5--9,293,1,0,2,5,295,4,0,2,6
,10--14,354,3,1,6,9,335,2,0,2,9
,15--19,322,36,3,4,38,249,3,2,6,2
,20--24,215,196,1,9,184,113,0,2,0,3
,25--29,217,155,4,2,169,141,1,0,2,3
,30--34,290,166,6,5,139,213,1,0,2,1
,35--39,460,146,5,1,102,369,0,1,3,2
,40--44,477,103,4,2,68,419,5,0,3,4
,45--49,391,58,4,3,33,361,1,2,2,5
,50--54,329,21,0,0,20,281,1,0,8,3
,55--59,296,10,0,5,9,257,2,0,2,3
,60--64,213,7,0,1,7,203,1,0,1,1
,65--69,164,5,1,1,8,173,0,0,0,0
,70--74,126,1,1,0,2,139,0,0,1,1
,75--79,84,1,0,0,0,120,0,0,0,1
,80--84,70,0,0,0,0,82,0,0,0,0
,85+,29,2,0,0,2,49,0,0,0,1
Southbury,0--4,440,6,0,13,17,466,1,1,12,22
,5--9,601,3,1,11,16,595,1,2,13,13
,10--14,650,2,0,16,15,645,3,2,14,14
,15--19,495,3,1,5,9,347,2,0,4,12
,20--24,198,0,0,4,8,171,3,0,1,7
,25--29,193,0,0,3,7,243,1,2,6,8
,30--34,383,2,2,7,7,431,2,0,10,10
,35--39,622,8,0,8,15,655,3,1,16,11
,40--44,745,6,0,9,8,751,1,0,8,11
,45--49,752,8,1,6,17,748,5,2,12,13
,50--54,648,7,2,7,7,666,2,0,16,10
,55--59,543,3,0,5,4,497,2,0,5,3
,60--64,326,5,0,1,2,360,4,0,2,7
,65--69,334,0,1,0,1,473,0,0,3,6
,70--74,379,1,0,3,1,613,2,0,3,5
,75--79,443,0,0,3,2,651,2,0,1,6
,80--84,274,1,0,0,2,551,0,0,1,2
,85+,315,1,0,0,0,769,2,0,1,2
Southington,0--4,1161,21,1,19,41,1075,16,4,19,47
,5--9,1254,22,1,17,43,1164,21,6,25,50
,10--14,1402,15,3,16,55,1290,15,2,21,52
,15--19,1162,15,7,17,38,1097,19,4,20,45
,20--24,760,9,1,9,33,731,19,0,14,21
,25--29,886,11,1,18,22,929,7,2,25,25
,30--34,1359,16,1,24,25,1423,14,2,19,33
,35--39,1589,12,0,18,31,1657,10,2,22,42
,40--44,1601,18,4,9,33,1644,12,2,17,32
,45--49,1471,10,2,14,26,1556,15,4,21,19
,50--54,1390,26,2,13,16,1560,13,2,14,15
,55--59,1234,9,0,10,8,1243,10,3,14,17
,60--64,851,5,0,5,8,906,6,0,4,7
,65--69,696,4,0,1,7,806,2,0,2,3
,70--74,630,4,0,1,1,821,5,1,4,1
,75--79,522,6,0,1,1,755,3,0,2,3
,80--84,341,0,0,1,1,569,1,0,2,0
,85+,204,0,0,0,1,445,2,0,1,5
South Windsor,0--4,675,31,0,33,24,691,22,1,32,22
,5--9,953,32,1,61,34,820,37,7,46,32
,10--14,914,24,6,51,27,888,47,6,54,36
,15--19,695,27,1,32,25,660,22,4,40,29
,20--24,340,12,1,18,12,354,18,0,28,12
,25--29,351,20,1,18,15,418,15,0,22,11
,30--34,653,26,4,31,16,725,33,3,51,28
,35--39,950,44,1,36,25,1108,42,1,55,35
,40--44,1106,35,2,49,22,1170,34,1,44,38
,45--49,968,18,0,40,18,1055,27,0,38,16
,50--54,830,30,2,32,13,841,29,3,39,22
,55--59,633,18,3,20,15,636,24,1,25,8
,60--64,448,17,0,17,2,462,20,1,11,11
,65--69,407,11,1,9,4,487,10,0,9,6
,70--74,314,3,1,7,2,407,5,0,4,2
,75--79,232,1,0,4,1,308,6,0,4,1
,80--84,126,1,0,1,0,209,1,0,0,1
,85+,80,1,0,0,1,227,0,0,2,2
Sprague,0--4,68,2,3,3,1,60,4,0,3,3
,5--9,110,1,0,4,1,125,3,1,5,5
,10--14,107,2,1,0,2,130,0,0,1,2
,15--19,104,0,1,0,0,85,1,1,1,1
,20--24,54,1,2,0,1,62,1,2,0,2
,25--29,83,3,0,0,1,75,0,0,6,1
,30--34,110,1,1,0,2,112,1,0,2,2
,35--39,125,2,0,10,1,125,1,2,1,2
,40--44,147,0,1,0,2,136,0,0,1,0
,45--49,110,4,1,1,2,118,2,2,0,1
,50--54,93,1,1,2,2,105,1,0,1,0
,55--59,73,0,0,0,1,67,0,0,1,0
,60--64,53,0,1,0,0,58,1,0,1,0
,65--69,42,0,0,0,0,49,0,0,0,1
,70--74,35,0,0,0,0,55,0,0,0,0
,75--79,23,0,0,0,0,46,0,0,0,0
,80--84,18,0,0,1,0,40,0,0,0,0
,85+,11,0,0,0,0,25,0,0,0,0
Stafford,0--4,331,4,2,2,16,344,5,0,4,6
,5--9,374,4,0,5,10,375,4,0,4,10
,10--14,380,1,0,5,17,432,3,0,6,7
,15--19,391,4,5,2,18,355,2,2,6,8
,20--24,222,4,1,4,6,222,4,1,4,10
,25--29,287,2,1,3,7,311,3,0,6,4
,30--34,381,6,1,3,5,401,1,1,7,4
,35--39,507,1,1,1,3,542,1,2,5,7
,40--44,571,3,1,4,11,545,2,0,5,5
,45--49,458,4,5,5,7,431,2,0,4,5
,50--54,398,1,3,4,3,380,2,1,5,1
,55--59,274,1,1,2,3,249,2,1,3,3
,60--64,191,0,1,1,4,191,0,0,0,1
,65--69,141,0,0,0,0,143,0,0,3,0
,70--74,153,0,0,0,1,207,0,0,0,1
,75--79,128,0,0,0,1,158,0,0,1,1
,80--84,90,0,0,2,0,154,0,0,0,0
,85+,65,0,0,0,1,170,0,0,0,0
Stamford,0--4,2296,721,9,267,871,2109,679,4,273,842
,5--9,1982,808,10,174,781,1964,770,8,200,729
,10--14,1745,856,12,122,655,1699,871,5,109,672
,15--19,1310,776,10,116,764,1252,741,4,107,635
,20--24,1520,515,3,192,1255,1537,607,5,222,839
,25--29,2639,515,6,582,1320,2493,718,3,496,983
,30--34,3172,543,5,500,1267,3168,842,6,386,1072
,35--39,3239,674,2,336,1083,3179,928,6,288,985
,40--44,3061,662,11,215,788,3037,857,9,219,733
,45--49,2590,513,6,161,537,2659,711,5,180,499
,50--54,2471,491,2,161,384,2703,633,3,192,403
,55--59,1954,345,2,98,253,2145,488,10,117,325
,60--64,1463,294,4,95,199,1782,414,8,80,246
,65--69,1503,211,0,67,112,1727,368,2,64,178
,70--74,1484,162,0,34,75,1830,258,1,47,135
,75--79,1166,92,1,32,42,1653,204,6,32,89
,80--84,762,47,0,13,18,1362,110,0,11,41
,85+,576,40,0,2,12,1481,122,1,10,44
Sterling,0--4,115,0,1,1,6,95,1,3,0,1
,5--9,124,1,3,0,0,131,0,1,0,3
,10--14,112,0,1,1,4,128,2,0,1,4
,15--19,101,1,1,0,1,102,2,0,0,0
,20--24,85,0,1,0,0,75,0,0,1,2
,25--29,108,1,3,2,2,110,0,1,0,4
,30--34,117,0,6,0,3,119,0,0,2,3
,35--39,188,0,0,1,3,146,0,3,0,1
,40--44,156,1,0,0,2,149,1,0,0,1
,45--49,124,0,3,0,1,106,0,2,1,0
,50--54,93,1,1,0,0,85,0,2,1,0
,55--59,72,0,0,0,0,53,0,0,0,1
,60--64,37,0,1,1,0,50,0,0,0,0
,65--69,38,0,0,0,0,37,0,0,0,0
,70--74,25,0,0,0,0,28,0,0,0,0
,75--79,17,0,0,0,0,26,0,0,0,0
,80--84,12,0,0,0,0,19,0,0,0,0
,85+,8,0,0,0,0,18,0,0,0,0
Stonington,0--4,470,10,1,10,14,439,13,4,16,17
,5--9,513,10,4,17,15,508,9,3,9,10
,10--14,568,6,0,13,10,531,6,2,8,13
,15--19,447,3,1,5,11,441,3,2,8,8
,20--24,325,4,1,8,7,319,4,3,11,6
,25--29,413,4,5,12,8,420,1,1,10,8
,30--34,530,8,3,14,13,590,2,5,10,7
,35--39,695,12,0,18,4,719,1,7,16,6
,40--44,739,10,1,9,12,722,4,2,15,11
,45--49,695,6,1,9,12,710,6,4,11,12
,50--54,634,3,3,5,10,689,6,2,3,7
,55--59,559,4,3,5,1,567,5,1,3,2
,60--64,421,4,5,3,0,447,0,2,1,3
,65--69,360,3,2,1,2,416,2,3,1,3
,70--74,368,3,0,3,1,419,2,2,1,1
,75--79,298,1,3,1,1,380,1,2,0,0
,80--84,184,1,0,0,0,276,1,0,0,0
,85+,118,1,0,1,0,273,2,0,0,0
Stratford,0--4,1064,212,4,20,171,1069,206,5,36,173
,5--9,1165,262,4,34,214,1145,253,7,28,198
,10--14,1230,262,5,39,175,1204,288,4,34,190
,15--19,992,218,2,25,162,933,184,3,29,115
,20--24,779,123,3,21,100,762,159,2,23,105
,25--29,977,127,0,31,103,1024,156,0,42,123
,30--34,1382,159,2,35,159,1338,211,5,38,188
,35--39,1592,188,2,37,177,1588,279,7,50,195
,40--44,1577,167,3,35,140,1649,231,3,35,126
,45--49,1433,120,3,20,72,1559,158,5,25,96
,50--54,1435,116,2,26,69,1524,175,10,24,67
,55--59,1129,89,0,15,38,1249,110,1,14,65
,60--64,860,70,2,8,45,1028,99,1,13,33
,65--69,859,74,2,10,27,1044,85,0,12,30
,70--74,942,39,1,5,9,1263,72,3,10,23
,75--79,808,37,0,2,16,1227,63,0,1,10
,80--84,599,8,0,1,4,1002,36,1,1,4
,85+,359,10,0,3,2,855,31,1,2,7
Suffield,0--4,344,7,0,5,11,315,6,1,10,9
,5--9,402,7,0,5,12,413,7,3,6,8
,10--14,438,14,0,6,5,436,7,2,3,18
,15--19,364,66,0,8,32,341,7,0,5,3
,20--24,251,210,0,11,139,166,3,1,2,4
,25--29,250,140,4,3,82,219,4,1,5,5
,30--34,379,131,2,7,65,352,4,0,2,9
,35--39,577,99,4,4,65,537,7,0,7,8
,40--44,600,74,2,5,35,566,7,3,8,13
,45--49,523,28,2,6,24,497,5,0,6,3
,50--54,450,22,1,4,10,458,4,0,9,2
,55--59,354,16,1,3,5,329,5,0,4,3
,60--64,232,13,0,2,5,259,6,0,1,1
,65--69,205,0,1,2,5,243,6,0,1,1
,70--74,201,2,1,0,0,248,6,0,0,1
,75--79,145,2,0,1,1,232,5,0,0,0
,80--84,126,1,1,0,1,184,2,0,0,0
,85+,70,0,0,0,0,220,1,0,0,1
Thomaston,0--4,220,2,0,0,2,196,4,0,1,6
,5--9,286,2,0,1,2,274,4,0,0,4
,10--14,279,2,2,2,7,270,2,0,3,7
,15--19,218,0,1,3,5,228,4,1,5,6
,20--24,170,1,0,1,2,135,2,0,3,5
,25--29,199,3,0,0,5,195,3,0,1,4
,30--34,285,2,1,1,6,287,3,0,4,4
,35--39,337,4,1,0,11,341,3,2,1,5
,40--44,379,0,0,3,3,394,1,0,1,2
,45--49,290,1,1,0,4,275,1,0,2,4
,50--54,268,1,0,1,3,257,1,0,1,4
,55--59,182,1,0,0,0,191,0,1,1,1
,60--64,128,1,2,1,1,139,0,0,1,0
,65--69,116,0,0,0,1,124,0,0,0,1
,70--74,93,0,0,0,0,127,0,0,0,0
,75--79,90,0,0,0,0,133,0,0,0,0
,80--84,60,0,0,0,3,81,0,0,0,0
,85+,20,0,0,0,0,65,0,0,0,0
Thompson,0--4,254,2,1,3,5,229,4,0,5,2
,5--9,332,6,2,2,5,253,4,2,4,4
,10--14,350,1,1,0,1,313,5,1,0,1
,15--19,324,4,0,0,4,296,1,1,0,2
,20--24,181,1,0,0,1,168,0,2,3,6
,25--29,192,1,2,0,3,217,0,0,1,3
,30--34,308,0,2,2,3,312,2,0,0,0
,35--39,448,3,3,1,6,438,2,0,2,3
,40--44,413,2,3,1,3,402,0,1,2,1
,45--49,326,1,2,1,2,328,2,1,3,3
,50--54,285,0,2,0,0,294,0,0,0,1
,55--59,264,1,1,0,0,237,0,2,0,2
,60--64,179,1,0,2,2,187,0,0,4,1
,65--69,154,0,1,0,0,171,0,0,0,0
,70--74,127,0,0,0,1,179,0,0,0,1
,75--79,110,0,0,0,0,144,1,0,0,3
,80--84,65,0,0,0,1,102,0,0,0,0
,85+,44,0,0,0,0,77,0,0,0,0
Tolland,0--4,477,6,0,4,10,460,7,2,16,5
,5--9,544,5,0,2,8,475,4,0,7,12
,10--14,533,5,2,5,14,523,3,0,11,11
,15--19,401,3,1,5,7,393,2,2,8,3
,20--24,222,1,1,5,3,189,3,0,4,3
,25--29,237,1,0,6,2,257,2,0,10,3
,30--34,434,2,0,10,2,514,5,1,9,10
,35--39,644,1,1,9,10,625,5,1,14,6
,40--44,659,5,0,5,6,681,1,0,3,5
,45--49,554,4,4,4,6,593,2,1,4,8
,50--54,500,4,0,4,2,503,5,2,10,0
,55--59,420,5,0,6,2,412,7,0,0,1
,60--64,267,4,0,4,0,239,2,0,2,1
,65--69,167,3,0,1,1,179,5,1,1,2
,70--74,147,2,0,1,1,123,2,0,2,1
,75--79,80,0,0,0,1,85,3,0,0,0
,80--84,47,0,0,0,0,65,0,0,0,0
,85+,27,0,0,0,0,80,0,0,0,0
Torrington,0--4,936,47,1,31,79,860,38,5,24,81
,5--9,1039,61,3,32,78,946,36,1,19,53
,10--14,1134,45,1,25,70,999,34,4,22,58
,15--19,983,24,3,28,63,903,20,3,26,37
,20--24,659,29,3,32,47,664,28,2,17,46
,25--29,854,21,2,37,56,901,21,4,39,52
,30--34,1205,36,1,28,53,1235,30,2,36,54
,35--39,1438,41,7,22,57,1443,31,5,26,53
,40--44,1439,37,2,27,44,1429,21,4,32,37
,45--49,1229,30,4,31,30,1206,26,1,40,20
,50--54,1039,17,1,21,12,1015,13,4,19,16
,55--59,817,13,2,12,7,864,12,1,10,12
,60--64,547,12,0,5,11,688,8,3,3,9
,65--69,562,6,3,3,4,673,11,1,8,12
,70--74,531,2,0,6,1,788,6,0,3,4
,75--79,551,4,0,2,4,812,3,2,7,3
,80--84,348,1,0,2,1,730,2,1,3,4
,85+,312,0,0,1,1,768,6,0,0,3
Trumbull,0--4,1104,30,1,37,49,1019,29,3,36,44
,5--9,1212,32,0,47,43,1129,44,3,29,51
,10--14,1211,39,2,45,41,1142,45,4,40,56
,15--19,830,16,2,25,32,837,32,8,36,38
,20--24,559,9,0,16,29,565,9,0,12,22
,25--29,488,9,1,24,25,527,6,2,36,28
,30--34,950,20,2,36,28,983,24,0,38,44
,35--39,1278,35,1,33,47,1438,32,1,47,76
,40--44,1464,38,0,49,42,1451,38,3,40,38
,45--49,1189,24,1,30,31,1242,29,2,35,21
,50--54,1031,19,0,30,19,1092,17,1,32,29
,55--59,867,17,1,29,18,917,12,0,17,12
,60--64,696,3,0,11,9,811,15,1,11,10
,65--69,690,14,0,7,7,754,7,0,9,9
,70--74,617,5,0,7,5,744,7,0,8,8
,75--79,552,5,0,5,2,702,3,0,4,3
,80--84,355,4,2,1,2,546,4,0,3,6
,85+,206,1,0,2,1,606,1,1,3,7
Union,0--4,26,0,0,0,0,22,0,0,0,0
,5--9,19,0,0,0,0,22,0,0,0,0
,10--14,19,0,0,0,0,18,0,0,0,0
,15--19,15,0,0,0,0,15,0,0,0,0
,20--24,6,0,1,0,0,11,0,0,0,0
,25--29,26,0,0,0,0,21,0,0,0,0
,30--34,20,0,0,0,0,25,0,0,1,0
,35--39,41,0,0,0,0,40,0,0,0,0
,40--44,36,0,0,0,0,30,0,0,0,0
,45--49,35,0,0,0,0,30,1,0,0,0
,50--54,40,0,0,0,0,27,0,0,0,0
,55--59,24,0,0,0,0,19,0,0,0,0
,60--64,14,0,0,0,0,10,0,0,0,0
,65--69,5,0,0,0,0,11,0,0,0,0
,70--74,11,0,0,0,0,12,0,0,0,0
,75--79,10,0,0,0,0,12,0,0,0,0
,80--84,5,0,0,0,0,9,0,0,0,0
,85+,2,0,0,0,0,5,0,0,0,0
Vernon,0--4,712,66,0,43,67,633,77,1,46,67
,5--9,705,61,3,35,56,750,61,3,34,66
,10--14,738,51,3,35,52,718,52,4,38,60
,15--19,644,49,3,22,39,652,46,2,25,38
,20--24,651,47,7,25,48,723,49,3,29,46
,25--29,887,57,3,56,48,967,60,3,45,41
,30--34,951,52,3,51,43,917,68,3,59,50
,35--39,1015,53,3,51,36,1079,44,3,35,45
,40--44,1077,35,7,30,35,1053,46,3,25,27
,45--49,919,29,1,25,21,943,31,3,17,22
,50--54,837,31,1,16,17,989,27,3,17,19
,55--59,760,21,1,16,9,771,18,0,14,11
,60--64,503,14,1,12,5,575,11,2,7,11
,65--69,435,5,1,7,5,551,12,1,5,10
,70--74,399,3,0,1,1,508,5,1,4,2
,75--79,336,4,0,2,2,485,2,0,2,4
,80--84,199,0,0,0,3,408,0,0,2,2
,85+,138,4,0,1,1,380,1,0,0,2
Voluntown,0--4,67,1,1,1,2,79,1,1,1,2
,5--9,109,1,1,1,5,91,0,2,0,2
,10--14,91,2,0,0,0,92,0,3,0,1
,15--19,83,0,0,0,3,83,0,0,0,0
,20--24,37,1,3,0,1,39,0,0,0,0
,25--29,81,2,1,0,3,80,0,0,2,1
,30--34,111,0,0,0,2,114,1,3,1,0
,35--39,132,2,1,0,1,138,0,0,0,0
,40--44,124,1,0,0,1,129,0,1,1,2
,45--49,100,0,2,0,1,87,1,2,0,0
,50--54,87,0,1,0,1,73,0,0,0,0
,55--59,72,0,0,0,0,53,0,0,0,0
,60--64,36,1,0,0,0,32,0,1,0,0
,65--69,39,0,1,0,1,38,0,0,1,0
,70--74,35,1,1,0,0,24,0,0,0,0
,75--79,31,0,0,0,0,27,0,0,0,0
,80--84,11,0,0,0,0,15,0,0,0,0
,85+,4,0,0,0,0,14,0,0,0,1
Wallingford,0--4,1128,22,1,39,107,1148,23,1,34,97
,5--9,1371,19,0,24,109,1294,17,2,31,120
,10--14,1380,17,1,34,81,1373,24,7,42,76
,15--19,1180,20,1,23,92,1044,14,2,28,70
,20--24,825,9,1,27,101,821,7,5,21,64
,25--29,1032,15,1,23,94,1173,16,2,31,90
,30--34,1319,26,3,45,97,1370,28,5,51,92
,35--39,1682,18,2,37,93,1766,31,3,54,70
,40--44,1753,17,3,38,73,1891,12,5,41,61
,45--49,1650,20,4,35,57,1642,14,3,33,59
,50--54,1399,16,4,17,41,1495,27,4,25,38
,55--59,1048,19,2,17,27,1085,11,0,7,20
,60--64,733,9,0,15,24,772,9,0,16,22
,65--69,593,8,0,5,12,783,5,2,9,14
,70--74,660,3,0,1,10,772,3,1,5,14
,75--79,543,9,1,1,6,790,4,2,4,14
,80--84,381,2,2,0,4,681,4,0,0,3
,85+,366,1,0,1,5,804,7,0,1,8
Warren,0--4,39,0,0,0,0,30,0,0,0,0
,5--9,47,1,0,0,0,38,0,0,2,0
,10--14,37,0,0,0,0,41,0,0,0,0
,15--19,40,0,0,0,0,29,0,0,0,0
,20--24,23,0,0,0,0,19,0,0,1,0
,25--29,30,0,0,1,0,24,0,0,3,0
,30--34,45,0,1,1,0,31,1,0,0,0
,35--39,47,0,0,0,0,48,0,1,0,0
,40--44,62,0,0,0,1,58,0,1,0,0
,45--49,60,0,0,0,1,58,1,0,1,0
,50--54,48,0,0,0,0,57,0,0,0,1
,55--59,41,0,0,0,0,42,0,0,0,0
,60--64,34,0,1,0,0,24,0,0,0,0
,65--69,31,0,0,0,0,24,0,0,0,0
,70--74,19,0,1,0,0,24,0,0,0,0
,75--79,23,0,0,1,0,12,0,0,1,0
,80--84,7,0,0,0,0,24,0,0,0,1
,85+,9,0,0,0,0,10,0,1,0,0
Washington,0--4,83,0,0,1,3,62,2,0,1,1
,5--9,129,3,0,2,2,104,3,0,2,4
,10--14,169,1,0,1,3,136,3,0,2,7
,15--19,135,2,1,6,9,80,1,0,3,3
,20--24,47,0,0,4,4,65,1,0,17,3
,25--29,67,0,0,4,0,72,0,1,2,2
,30--34,78,1,0,0,1,93,0,0,1,1
,35--39,123,1,0,0,2,104,1,0,2,0
,40--44,146,1,0,0,5,160,1,0,1,1
,45--49,138,1,0,0,3,163,0,1,0,3
,50--54,162,0,1,2,3,164,0,0,1,2
,55--59,125,0,2,1,3,133,1,0,1,1
,60--64,86,0,0,0,2,96,0,0,0,3
,65--69,90,0,0,0,0,95,2,0,0,2
,70--74,86,0,0,0,0,57,0,0,0,3
,75--79,50,1,0,0,1,68,0,0,0,0
,80--84,29,0,0,0,0,34,0,0,1,0
,85+,13,0,0,1,0,37,0,0,0,0
Waterbury,0--4,1615,914,22,85,1468,1648,858,20,95,1401
,5--9,1700,972,28,78,1523,1637,940,21,65,1413
,10--14,1672,816,16,50,1315,1596,907,28,48,1285
,15--19,1593,626,13,73,1108,1568,717,15,75,1079
,20--24,1670,543,7,112,1004,1838,643,14,95,1046
,25--29,2005,555,14,94,953,2044,714,11,112,1099
,30--34,2245,634,12,119,920,2272,744,19,103,1036
,35--39,2494,630,20,101,781,2432,794,20,72,922
,40--44,2568,591,14,66,680,2465,687,18,73,784
,45--49,2245,422,18,65,490,2300,521,14,38,544
,50--54,1962,368,10,38,411,2195,492,9,50,481
,55--59,1662,268,7,23,284,1865,324,7,31,315
,60--64,1265,239,0,24,204,1555,307,7,17,238
,65--69,1221,203,7,12,131,1519,253,7,14,175
,70--74,1300,140,4,8,81,1774,204,3,7,101
